OBJECTID,GRID_ID,pr,Shape__Area,Shape__Length
456,AU-83,778.144775391,0.0189481367358013,0.567049507589461
457,AV-83,766.945495605,0.0189493823713462,0.567066991732642
458,AW-83,792.698059082,0.0189499297048386,0.567073310256842
459,AX-83,728.741943359,0.0189505788717099,0.567082356514725
460,AY-83,688.399475098,0.0189511435867615,0.567090692191327
461,AZ-83,706.070922852,0.0189509980846623,0.567087725622719
462,BA-83,690.026123047,0.0189508473978819,0.567086401801733
463,BB-83,667.15032959,0.0189502058535993,0.567077490075541
464,BC-83,654.021057129,0.018949737422929,0.567071371831192
465,BD-83,701.867919922,0.0189492002386586,0.567064415753569
466,BE-83,689.473754883,0.0189477826857178,0.567044129617299
467,BF-83,656.863952637,0.0189463378671242,0.567025410885259
468,BG-83,652.429016113,0.0189448461766695,0.567005678321381
469,BH-83,637.605224609,0.0189430925894225,0.566982937824905
470,BI-83,609.088256836,0.0189407923773919,0.566952205774053
471,BJ-83,588.771240234,0.018938511950338,0.566922272447858
472,BK-83,591.164794922,0.0189361203425296,0.566891213776395
473,BL-83,566.939331055,0.0189329370521225,0.566847026297076
474,BM-83,583.307617188,0.0189297838978817,0.566804709560799
475,BN-83,631.53729248,0.0189265101015241,0.566760988979341
476,BO-83,642.789367676,0.018922792881181,0.566711325343796
477,BP-83,632.657958984,0.0189191651859986,0.566664308566823
478,BQ-83,615.014343262,0.0189147113870867,0.566602255018432
479,BR-83,643.37890625,0.0189107023525956,0.566549849366278
480,BS-83,641.077453613,0.0189062647603393,0.566490916122866
481,BT-83,619.234558105,0.0189015893894648,0.566428071075776
482,AN-82,1239.000854492,0.0189795012803415,0.567709958657384
483,AO-82,1445.916503906,0.0189822367646997,0.567746260844199
484,AP-82,1918.470703125,0.0189847855225054,0.567779971378535
485,AQ-82,1551.998535156,0.018987113707098,0.567810794863923
486,AR-82,1205.959350586,0.0189893952471891,0.567841573045084
487,AS-82,1168.988525391,0.0189913967228961,0.567868671362135
488,AT-82,1011.416137695,0.018992547987736,0.567881958070852
489,AU-82,845.752502441,0.0189936272292925,0.567895857605789
490,AV-82,774.403503418,0.0189948491863845,0.56791409206771
491,AW-82,778.453063965,0.0189954226931164,0.567920717235379
492,AX-82,711.141601562,0.0189960978099464,0.567930168605179
493,AY-82,701.424865723,0.0189965107769652,0.567936980880185
494,AZ-82,768.914978027,0.0189962160394899,0.567931343522313
495,BA-82,763.266723633,0.0189963523901397,0.567933763423286
496,BB-82,713.353149414,0.0189960512928025,0.567929168909229
497,BC-82,643.124938965,0.0189953654237698,0.567919961285206
498,BD-82,648.169921875,0.0189945496633577,0.56791036194256
499,BE-82,686.18371582,0.0189930273931473,0.567888741097191
500,BF-82,675.547668457,0.0189915817010267,0.567870144105287
501,BG-82,668.309020996,0.0189900767947115,0.567850351054378
502,BH-82,641.236572266,0.0189884522466244,0.567828573916443
503,BI-82,602.043334961,0.0189865738259289,0.567803930777775
504,BJ-82,572.987609863,0.0189842155803803,0.567772472506973
505,BK-82,561.228515625,0.0189817481065722,0.567740577876783
506,BL-82,562.938842773,0.0189784720121207,0.567694914325628
507,BM-82,556.730957031,0.0189752153342981,0.567651697622617
508,BN-82,580.177001953,0.0189720307786398,0.567610315902766
509,BO-82,615.612182617,0.0189685191875579,0.567562889165931
510,BP-82,617.51574707,0.0189648675412606,0.567515207470201
511,BQ-82,610.479553223,0.0189602535541908,0.567451477096187
512,BR-82,622.045715332,0.0189562778379297,0.567400069894725
513,BS-82,640.808959961,0.0189517072820493,0.567339223212024
514,BT-82,631.780395508,0.0189466543071504,0.567271002360319
515,AN-81,1117.065063477,0.0190253065861157,0.568563461907247
516,AO-81,1561.525390625,0.0190280622013574,0.568599584667583
517,AP-81,2309.162109375,0.0190306085396372,0.568633496710488
518,AQ-81,1554.0859375,0.0190330666450222,0.568666385599035
519,AR-81,1286.28137207,0.0190352081032614,0.568694858343912
520,AS-81,1120.490356445,0.0190370663628698,0.568719590393469
521,AT-81,955.344909668,0.0190386471374921,0.568740271421103
522,AU-81,848.641113281,0.0190395066322822,0.568749304182049
523,AV-81,884.534851074,0.0190407427067356,0.568767097914396
524,AW-81,838.687561035,0.0190415347975446,0.56877768825055
525,AX-81,748.855163574,0.0190421672765595,0.568786580196807
526,AY-81,737.766052246,0.0190426295747201,0.568792831278344
527,AZ-81,810.330749512,0.0190424002806395,0.568788186625682
528,BA-81,751.759094238,0.0190423818190695,0.568789759038953
529,BB-81,728.499084473,0.0190418683580873,0.568782473413721
530,BC-81,697.536865234,0.0190413061267023,0.568775067008696
531,BD-81,710.272705078,0.0190404793852181,0.568763901635894
532,BE-81,709.639587402,0.0190392922759308,0.568747668501224
533,BF-81,707.408691406,0.0190380871017446,0.568731630739452
534,BG-81,682.188964844,0.019036605875197,0.568712743368052
535,BH-81,649.600524902,0.0190343246408347,0.568681640351696
536,BI-81,619.811584473,0.019032500458847,0.568658930807392
537,BJ-81,593.718078613,0.0190301947568363,0.568628293444838
538,BK-81,576.335754395,0.019027406883581,0.56859069192907
539,BL-81,580.379150391,0.0190243020219141,0.568549023659378
540,BM-81,583.591430664,0.0190211476865683,0.568507419523922
541,BN-81,592.711730957,0.019017866262395,0.568464616241916
542,BO-81,648.294128418,0.0190141136751034,0.568414885403201
543,BP-81,647.520874023,0.0190103035157705,0.568364011699726
544,BQ-81,633.009277344,0.0190062314800556,0.568309282286047
545,BR-81,635.350646973,0.0190019410630669,0.568252503539969
546,BS-81,633.457946777,0.0189973973679045,0.56819241761728
547,BT-81,623.950866699,0.0189922283852226,0.568122846999092
548,AO-80,1660.140014648,0.0190740326076906,0.569456742032724
549,AP-80,2004.601196289,0.0190766627977155,0.569491816782834
550,AQ-80,1565.67956543,0.0190791407497102,0.569525008842148
551,AR-80,1089.08581543,0.0190812845553978,0.569553517177383
552,AS-80,914.209411621,0.0190831405467691,0.569578366690622
553,AT-80,871.125793457,0.0190845116542988,0.569595865376806
554,AU-80,915.924133301,0.0190854156543168,0.569605526037639
555,AV-80,823.980407715,0.0190869822688597,0.569628055522094
556,AW-80,779.805664062,0.0190876591823539,0.569636092132302
557,AX-80,701.238586426,0.0190884658213406,0.569647810949929
558,AY-80,738.237670898,0.0190887358148899,0.569650800556916
559,AZ-80,757.19519043,0.0190887060091498,0.56964947769768
560,BA-80,723.448547363,0.0190887954638228,0.569651326603861
561,BB-80,700.548950195,0.019088366600883,0.569645867247596
562,BC-80,685.578918457,0.0190876173275214,0.56963635220261
563,BD-80,665.874816895,0.019086403236745,0.569619046125482
564,BE-80,681.610717773,0.019085537739425,0.569608388140868
565,BF-80,692.355712891,0.0190842520369152,0.569591522146991
566,BG-80,677.444335938,0.019082699333886,0.569571496511512
567,BH-80,662.646484375,0.0190805032673929,0.569541008707567
568,BI-80,593.092651367,0.0190785913885954,0.569517492642699
569,BJ-80,589.960144043,0.0190761818174336,0.569485726176088
570,BK-80,574.681335449,0.0190732624175631,0.569446402231786
571,BL-80,575.562805176,0.0190704119309331,0.569408672169003
572,BM-80,589.590515137,0.0190673839745088,0.569368776365509
573,BN-80,629.088378906,0.0190640762238452,0.569325388357868
574,BO-80,665.684570312,0.0190604156701433,0.569276263402961
575,BP-80,672.465942383,0.0190565351867917,0.569225115858492
576,BQ-80,661.251831055,0.0190524663796872,0.569171240208343
577,BR-80,655.111633301,0.0190481129165363,0.569113789280324
578,BS-80,655.229003906,0.019043368245093,0.56905088312372
579,BT-80,633.018615723,0.0190382735759442,0.56898249528463
580,BU-80,624.645690918,0.0190331942490118,0.568915513288017
581,AN-79,1461.465942383,0.0191176370220774,0.570284184058383
582,AO-79,2131.042480469,0.0191205471999041,0.570322876623505
583,AP-79,2011.808105469,0.0191231974541637,0.570357680930544
584,AQ-79,1771.1015625,0.0191256580705641,0.570390862673476
585,AR-79,1238.714355469,0.0191277615103758,0.57041913034531
586,AS-79,925.975891113,0.0191296155733482,0.570443800837151
587,AT-79,830.390869141,0.0191309031358173,0.570458786196985
588,AU-79,759.888183594,0.0191321226220253,0.570473898028133
589,AV-79,696.873901367,0.0191335303001097,0.570493868414715
590,AW-79,740.608886719,0.0191341102484444,0.570500196854099
591,AX-79,719.911743164,0.0191349400023881,0.570512637226728
592,AY-79,732.573486328,0.019135311174125,0.57051740216027
593,AZ-79,754.837524414,0.0191354051019772,0.570517994075929
594,BA-79,680.438415527,0.0191351063412668,0.570513560633914
595,BB-79,655.240783691,0.0191346369623986,0.570507845942301
596,BC-79,700.15826416,0.0191342059687614,0.570503323131229
597,BD-79,732.508911133,0.0191328948678269,0.570483228090857
598,BE-79,669.542297363,0.0191320893697267,0.570474019391794
599,BF-79,718.499328613,0.0191308686668137,0.570458658624258
600,BG-79,716.718139648,0.0191291991001918,0.570436858040487
601,BH-79,657.212524414,0.0191270199104494,0.570406807543453
602,BI-79,607.127075195,0.0191251162393353,0.570383353194084
603,BJ-79,583.447937012,0.0191226237652451,0.570350808753684
604,BK-79,581.730041504,0.0191199027851396,0.570314156475678
605,BL-79,588.911315918,0.0191169176074641,0.570274047844919
606,BM-79,605.586181641,0.0191140964906227,0.570238413275423
607,BN-79,653.759765625,0.019110597350096,0.570191619494536
608,BO-79,710.289306641,0.0191068216845807,0.570141585952127
609,BP-79,704.365661621,0.0191030291872778,0.570092809819309
610,BQ-79,698.418701172,0.0190985648207125,0.570032724729024
611,BR-79,681.498840332,0.0190943252365443,0.569977523426441
612,BS-79,644.607299805,0.0190895677945662,0.569913868986313
613,BT-79,621.280090332,0.0190846462881424,0.569848819955921
614,AO-78,2005.78515625,0.0191673742078819,0.571194564900157
615,AP-78,2292.772949219,0.0191699411160897,0.571228329424842
616,AQ-78,2168.240478516,0.0191723766462815,0.571261040274531
617,AR-78,1486.817138672,0.0191745930499536,0.57129053596723
618,AS-78,996.137695312,0.0191765327879665,0.571316171957047
619,AT-78,770.297485352,0.0191777950976473,0.571331065590816
620,AU-78,714.196472168,0.0191791238848253,0.571348116954111
621,AV-78,687.561950684,0.0191801772331104,0.57136205081745
622,AW-78,673.538208008,0.01918083123185,0.571369695180284
623,AX-78,728.864318848,0.0191818173277127,0.571383959143742
624,AY-78,726.813354492,0.0191822606559313,0.571390316928499
625,AZ-78,751.778930664,0.0191821334935511,0.571387500984315
626,BA-78,691.838317871,0.0191820501828062,0.571386631782538
627,BB-78,685.22277832,0.0191814961573584,0.57137860882155
628,BC-78,717.266784668,0.0191812169981347,0.571377117224999
629,BD-78,722.994750977,0.0191797914589813,0.571355133601445
630,BE-78,649.057739258,0.0191789972670513,0.571346458445082
631,BF-78,659.549072266,0.0191775885983247,0.571328387013597
632,BG-78,680.295593262,0.0191759775694749,0.571307619758928
633,BH-78,655.206298828,0.019173844926712,0.571278648655032
634,BI-78,607.286865234,0.0191718181781697,0.571252445081958
635,BJ-78,586.891662598,0.019169620914214,0.571224362512951
636,BK-78,605.286682129,0.0191667170002205,0.571185844573415
637,BL-78,609.89666748,0.0191636776205497,0.571146046572403
638,BM-78,622.323730469,0.0191605687634508,0.571105598870254
639,BN-78,683.799377441,0.019157140671485,0.571060140814579
640,BO-78,741.807739258,0.0191536639954499,0.571014636112486
641,BP-78,702.943725586,0.0191498845408056,0.570965771574987
642,BQ-78,707.713928223,0.0191453836539708,0.570905586789232
643,BR-78,690.896911621,0.0191408519389817,0.570845469299604
644,BS-78,660.797241211,0.0191362299436761,0.570785165463331
645,BT-78,636.027709961,0.0191312294736363,0.570719739331695
646,AK-77,1090.46862793,0.0192013402136837,0.571899717866899
647,AL-77,1101.57409668,0.0192050182469501,0.571948001592448
648,AO-77,2144.457519531,0.0192144308083897,0.572071245025084
649,AP-77,2173.336669922,0.0192171298044599,0.572106501235018
650,AQ-77,1963.560913086,0.0192196138777376,0.572139182381449
651,AR-77,1663.174072266,0.0192217161530124,0.572166498108389
652,AS-77,1209.612792969,0.0192236796269185,0.572192968449748
653,AT-77,915.356201172,0.0192250802524825,0.572209989547772
654,AU-77,741.691223145,0.019226393671218,0.572227233471694
655,AV-77,741.845947266,0.0192273687855788,0.572239206324723
656,AW-77,729.489746094,0.0192281795915505,0.572249125625098
657,AX-77,776.847839355,0.0192290153489338,0.572261412924048
658,AY-77,780.917785645,0.0192294253420116,0.572267035087073
659,AZ-77,795.276550293,0.0192293035316595,0.572264341179725
660,BA-77,744.787414551,0.0192293252571432,0.572265584834657
661,BB-77,707.931762695,0.0192287544346783,0.572257373136273
662,BC-77,674.231750488,0.0192281934525127,0.572250915399134
663,BD-77,640.948120117,0.0192269016996178,0.57223253628859
664,BE-77,638.19519043,0.0192259838961597,0.572221752495533
665,BF-77,650.636047363,0.0192246447960684,0.572203971927232
666,BG-77,676.706970215,0.0192231308096069,0.57218444386705
667,BH-77,664.757263184,0.0192212196071697,0.572159517797119
668,BI-77,616.00958252,0.0192188575204444,0.572128281477248
669,BJ-77,596.195739746,0.0192165921866008,0.572099164038799
670,BK-77,617.621887207,0.0192141450910484,0.572067263190953
671,BL-77,618.30456543,0.0192111396161421,0.572027135486379
672,BN-77,675.524108887,0.0192043260443242,0.571939103259751
673,BO-77,728.362060547,0.0192004836988744,0.571889262111372
674,BP-77,712.976257324,0.0191965285839117,0.571837634325513
675,BQ-77,738.703857422,0.0191923846086475,0.571783097348336
676,BR-77,705.491027832,0.0191878494693754,0.571722848160705
677,BS-77,665.274169922,0.019183127885853,0.571661121415046
678,BT-77,647.093505859,0.0191845570801163,0.571743747655554
679,AL-76,1222.682983398,0.0192523169817065,0.572829312521625
680,AM-76,1566.297973633,0.019255893834071,0.572876531954829
681,AN-76,1870.588989258,0.0192590165492277,0.572917181384746
682,AO-76,2259.150390625,0.0192619120994237,0.572954850285589
683,AP-76,2180.719970703,0.0192646624549013,0.572990860211288
684,AQ-76,1612.880126953,0.0192670711105905,0.573022249098304
685,AR-76,1232.047973633,0.0192691902851436,0.573049422600967
686,AS-76,1210.053344727,0.0192711360886335,0.573075327888176
687,AT-76,917.703491211,0.0192725619236001,0.573092508406959
688,AU-76,700.001098633,0.0192740949289458,0.573112777708014
689,AV-76,737.132751465,0.0192749393841041,0.57312280692147
690,AW-76,743.607727051,0.0192758617752773,0.573135202483153
691,AX-76,820.242797852,0.0192766555789277,0.573145995837741
692,AY-76,884.90625,0.0192769935999522,0.573150860308233
693,AZ-76,912.031433105,0.0192768891888022,0.573149356067743
694,BA-76,880.475036621,0.0192767260446089,0.573147563402426
695,BB-76,817.340148926,0.0192761532038404,0.573138981247403
696,BC-76,751.988830566,0.0192755805049671,0.573132025791108
697,BD-76,703.291503906,0.0192745083160695,0.573118179927652
698,BE-76,667.848144531,0.0192731748345949,0.57310115508333
699,BF-76,604.871582031,0.0192719636020549,0.573085952215411
700,BG-76,611.495422363,0.0192703129262028,0.573063760902438
701,BH-76,630.049316406,0.0192684853898797,0.573040418127618
702,BI-76,597.973571777,0.0192662997787636,0.573011648275543
703,BJ-76,590.748291016,0.0192638354872781,0.57297923315512
704,BK-76,626.792541504,0.0192614783489637,0.57294926845847
705,BO-76,676.70916748,0.0192479460579484,0.572773032957527
706,BP-76,652.358093262,0.0192440191356766,0.572722235095052
707,BQ-76,689.491149902,0.0192396468398712,0.572664885050355
708,BR-76,696.801208496,0.0192350138663606,0.572604609097061
709,AM-75,1665.001342773,0.0193036102782997,0.573765036481792
710,AN-75,2800.372070312,0.0193068643489482,0.573807588448388
711,AO-75,2863.655273438,0.0193096888797868,0.57384411683242
712,AP-75,1775.178588867,0.0193123432199656,0.57387876268783
713,AQ-75,1466.642333984,0.0193146605777486,0.573908859638006
714,AR-75,1115.214233398,0.0193167315639045,0.573936260508236
715,AS-75,997.585205078,0.0193186222565203,0.573960063368058
716,AT-75,899.801208496,0.0193200590966569,0.573977493989806
717,AU-75,701.333862305,0.0193214784184477,0.573996801360946
718,AV-75,745.109741211,0.0193227085399172,0.574012297729007
719,AW-75,729.11541748,0.0193235955721889,0.574023412977033
720,AX-75,752.33392334,0.0193241871765295,0.574031614637077
721,AY-75,914.120910645,0.0193247034893886,0.574038999829283
722,AZ-75,1041.544189453,0.0193247838803288,0.574039710004464
723,BA-75,1102.073852539,0.0193243657079805,0.574033505266402
724,BB-75,976.909973145,0.0193238792788435,0.574027053501143
725,BC-75,842.66394043,0.0193233063817004,0.574019845162003
726,BD-75,773.525024414,0.0193223916159688,0.574008574546663
727,BE-75,703.945251465,0.0193211618464133,0.573992464499081
728,BF-75,631.271240234,0.0193197249147374,0.573974125812258
729,BG-75,609.163269043,0.0193179028155086,0.573950387646349
730,BH-75,622.145263672,0.0193160883344703,0.573926774189173
731,BI-75,595.600891113,0.0193139725061613,0.573899169172835
732,BJ-75,593.051818848,0.0193115446518748,0.573867546122752
733,BK-75,618.127319336,0.0193089078946804,0.573834178427182
734,BL-75,623.499511719,0.0193055728507829,0.573788404378535
735,AM-74,1155.475585938,0.0193514246254693,0.574657017742872
736,AN-74,1738.425048828,0.0193547298507752,0.574700060961781
737,AO-74,2180.855712891,0.0193577263151212,0.574738726997988
738,AP-74,1406.486572266,0.0193602846415786,0.574771218961534
739,AQ-74,1127.989257812,0.0193629471389727,0.574806419522991
740,AR-74,872.352661133,0.0193651593480553,0.574834784200256
741,AS-74,943.934631348,0.0193668375110576,0.574855690181158
742,AT-74,784.942260742,0.0193683332525012,0.574874612410097
743,AU-74,726.100891113,0.0193696790725681,0.574892437035083
744,AV-74,781.804870605,0.0193707343472767,0.574906664090797
745,AW-74,765.429382324,0.0193714760089989,0.57491560883806
746,AX-74,772.468383789,0.019372224619481,0.574925343166557
747,AY-74,942.051940918,0.0193726880363982,0.574931887325065
748,AZ-74,1240.382080078,0.0193725185588605,0.57492912443537
749,BA-74,1142.612670898,0.0193722338233329,0.574925020266493
750,BB-74,970.323730469,0.0193719887231936,0.57492225674821
751,BC-74,843.886657715,0.0193712727573896,0.574912920493572
752,BD-74,749.356689453,0.0193705679088083,0.574903771837677
753,BE-74,675.057434082,0.0193694387634231,0.574889232727485
754,BF-74,637.584594727,0.0193677582126028,0.574867128328363
755,BG-74,616.530639648,0.0193660888213252,0.574846003731214
756,BH-74,625.827575684,0.019364078241173,0.574820318220002
757,BI-74,608.389099121,0.0193619472518911,0.574793065955227
758,BJ-74,637.816223145,0.0193592634089068,0.574757803206791
759,BK-74,697.113220215,0.0193565882364855,0.574724492173872
760,BL-74,662.337158203,0.019353189490479,0.574678371859133
761,AL-73,1005.545349121,0.0193961678172059,0.575511064553464
762,AM-73,1133.947387695,0.0193996918150958,0.575556369606247
763,AN-73,1078.403198242,0.0194031129293677,0.575601014377507
764,AQ-73,876.532775879,0.0194112715256267,0.575705885852426
765,AR-73,777.952270508,0.0194134868540203,0.575734243208169
766,AS-73,824.540161133,0.0194151866034531,0.575755743506079
767,AT-73,759.812683105,0.0194167356178809,0.57577535783293
768,AU-73,762.255249023,0.0194181856351889,0.575793704179464
769,AV-73,812.172058105,0.0194193824225977,0.575809818167875
770,AW-73,823.626647949,0.0194201451540437,0.575819289489698
771,AX-73,839.206054688,0.0194205974219841,0.575824869906044
772,AY-73,938.751525879,0.0194208640035569,0.575828813859558
773,AZ-73,1245.842529297,0.0194209428943211,0.575829549588824
774,BA-73,1179.013061523,0.0194208171494097,0.575827662273381
775,BB-73,985.916870117,0.0194203993938942,0.575822376382607
776,BC-73,790.672302246,0.0194197308273303,0.575813646175241
777,BD-73,683.018920898,0.0194187805423134,0.575801653190631
778,BE-73,635.635009766,0.0194176545236111,0.575787324456548
779,BF-73,629.342712402,0.0194161323551008,0.57576709048958
780,BG-73,617.917236328,0.0194143845490018,0.575744691114001
781,BH-73,640.111633301,0.019412481086718,0.575720705493753
782,BI-73,641.890625,0.0194103461049355,0.575694150390666
783,BJ-73,723.124023438,0.0194075891826584,0.575657535249861
784,BK-73,729.506896973,0.0194049807451822,0.575625118114251
785,BL-73,655.376586914,0.0194017322822138,0.575581758439195
786,AL-72,1031.821655273,0.0194447505906652,0.576415561502588
787,AM-72,1054.931640625,0.0194484243530724,0.576463711189962
788,AT-72,794.877746582,0.0194653273446903,0.576679614613397
789,AU-72,901.935241699,0.0194666582377749,0.576696789554419
790,AV-72,865.088623047,0.0194680703062318,0.57671560747212
791,AW-72,836.510864258,0.0194688436720014,0.576725418930572
792,AX-72,854.981506348,0.0194693116851283,0.576730787295024
793,AY-72,915.320251465,0.0194696295569301,0.576734453555564
794,AZ-72,1194.295776367,0.0194699860871523,0.576740569979917
795,BA-72,1483.833251953,0.0194695269704681,0.576732991547724
796,BB-72,1127.994506836,0.0194691928283746,0.576729343591234
797,BC-72,754.283447266,0.01946837931402,0.576718124474488
798,BD-72,680.904052734,0.0194676023923499,0.576709276192905
799,BE-72,619.381347656,0.0194663008757736,0.576692362666542
800,BF-72,597.613647461,0.0194647302821451,0.576671918381141
801,BG-72,624.874938965,0.0194631390551336,0.57665186595331
802,BH-72,634.307983398,0.019461146849828,0.576626497875753
803,BI-72,673.814575195,0.0194588608965978,0.576597887309817
804,BJ-72,753.44708252,0.0194562979957302,0.576564322305202
805,BK-72,674.057189941,0.0194537137824371,0.57653094953126
806,BL-72,631.367858887,0.0194506035409319,0.576491684209523
807,AT-71,838.05859375,0.0195142992363202,0.5775915184555
808,AU-71,927.547485352,0.0195156895126303,0.577608450214476
809,AV-71,974.529846191,0.0195168572942066,0.577624232012965
810,AW-71,1009.829589844,0.0195178504695548,0.577637579575378
811,AX-71,992.04864502,0.019518384708185,0.577643481310609
812,AY-71,1048.169433594,0.0195186871379889,0.577646787905825
813,AZ-71,1389.438720703,0.0195188517771285,0.577649832869482
814,BA-71,1456.336914062,0.0195182813813304,0.577641011002746
815,BB-71,971.257263184,0.0195181950849843,0.577641107688472
816,BC-71,685.260864258,0.0195173882205921,0.577630234082524
817,BD-71,624.246704102,0.019516512657674,0.577619619674209
818,BE-71,602.680053711,0.0195153066880636,0.577603608993683
819,BF-71,602.737731934,0.019513914827229,0.577586411623884
820,BG-71,640.189880371,0.0195120962654229,0.577563857023382
821,BH-71,658.796447754,0.0195098477198368,0.577534979043156
822,BI-71,654.026794434,0.0195075932451623,0.577506177062809
823,BJ-71,655.128479004,0.019505236482777,0.57747601999868
824,BK-71,610.923706055,0.0195022575787589,0.577437078026644
825,AT-70,863.399108887,0.0195168563828076,0.577711924992348
826,AU-70,930.497253418,0.0195650176225968,0.578526649295393
827,AV-70,1038.602539062,0.0195664115086061,0.578544639184304
828,AW-70,1348.197387695,0.0195673580004865,0.578556624924058
829,AX-70,1342.54284668,0.0195677063693935,0.578560762666876
830,AY-70,1327.280639648,0.0195679523589263,0.578563959541384
831,AZ-70,1399.727416992,0.0195680229429911,0.578564558841836
832,BA-70,1037.849121094,0.0195677452943812,0.578560432394563
833,BB-70,779.252563477,0.019567433177528,0.578557825594838
834,BC-70,668.752258301,0.0195668037514878,0.578549438058429
835,BD-70,626.023986816,0.019565881372273,0.578537403456951
836,BE-70,598.210266113,0.0195645128539716,0.578520046124169
837,BF-70,614.105285645,0.0195630615983333,0.578502200810687
838,BG-70,628.559020996,0.0195613855306149,0.5784810784714
839,BH-70,660.641784668,0.0195593188364604,0.578454918953428
840,BI-70,647.943481445,0.0195568351055444,0.578422627341233
841,BJ-70,614.164550781,0.0195543792101733,0.578392167710621
842,AU-69,907.493041992,0.0196147198386001,0.579451700598299
843,AV-69,1020.175415039,0.0196158634862797,0.579465844160875
844,AW-69,1215.789550781,0.0196164889935204,0.579473583320338
845,AX-69,1341.094116211,0.0196170816777155,0.579480900539514
846,AY-69,1436.533569336,0.0196175231706874,0.579486380456313
847,AZ-69,1232.754272461,0.0196177543034111,0.579489274024601
848,BA-69,923.728637695,0.0196176132726507,0.579486960755638
849,BB-69,739.951721191,0.0196172830960961,0.579483765150417
850,BC-69,657.998901367,0.0196164042698612,0.579472794530756
851,BD-69,613.298950195,0.0196153613418133,0.579459353487388
852,BE-69,601.11895752,0.0196142916838191,0.579445612853598
853,BF-69,619.455749512,0.0196128482237228,0.579427041352679
854,BG-69,619.464233398,0.0196111640689871,0.579406342233111
855,BH-69,697.046691895,0.0196092211084178,0.579381926620889
856,BI-69,655.012634277,0.0196065775014604,0.579347421006938
857,BJ-69,627.74432373,0.0196039429825463,0.579315013603022
858,BK-69,604.133911133,0.0196010264390818,0.579277561384713
859,AU-68,991.660949707,0.0196645471713879,0.580378935785592
860,AV-68,1162.450561523,0.0196653832255862,0.580388935933876
861,AW-68,1266.112304688,0.0196665914117773,0.580404828859572
862,AX-68,1269.097167969,0.0196673290456175,0.580413711724328
863,AY-68,1241.082885742,0.0196676154087569,0.580417136469471
864,AZ-68,1220.720214844,0.0196678453609564,0.580420686197399
865,BA-68,911.717956543,0.0196675994849258,0.580416856003548
866,BB-68,772.654907227,0.0196672272192941,0.580412582546396
867,BC-68,689.353149414,0.0196667129475827,0.580406816314223
868,BD-68,632.349914551,0.0196655567596267,0.580391329543916
869,BE-68,610.177307129,0.0196643008652764,0.58037598622654
870,BF-68,625.695800781,0.0196626994610121,0.580355945077245
871,BG-68,685.552612305,0.0196608143717896,0.580332345952814
872,BH-68,726.062988281,0.019658806616361,0.580307095733156
873,BI-68,660.765319824,0.0196564167904398,0.580276419769567
874,BJ-68,655.971252441,0.0196539361025536,0.580245398212956
875,AU-67,998.265380859,0.0197146246364781,0.581312474580185
876,AV-67,1385.981567383,0.019715511786714,0.581321492916805
877,AW-67,1767.638183594,0.0197168936807941,0.581340582902361
878,AX-67,1351.908935547,0.019717589766465,0.581348998358597
879,AY-67,1155.384155273,0.0197180414371658,0.581354329554046
880,AZ-67,1055.560791016,0.0197183244291423,0.581358853365447
881,BA-67,1010.801025391,0.0197180372377375,0.581354392118474
882,BB-67,829.774536133,0.0197175559064462,0.58134854913896
883,BC-67,664.296813965,0.0197168206357645,0.581340298528847
884,BD-67,645.397644043,0.0197156196308867,0.581324182048008
885,BE-67,628.945983887,0.0197143854401567,0.581309432958962
886,BF-67,689.341430664,0.0197128987536068,0.581290972623159
887,BG-67,798.745483398,0.0197112055250805,0.581269324065537
888,BH-67,698.683349609,0.0197092368015532,0.581244197133454
889,BI-67,660.633544922,0.0197070697924051,0.581217379040849
890,AU-66,1043.796142578,0.0197655161134946,0.582258197143104
891,AV-66,1350.862304688,0.0197664360503467,0.582267188056441
892,AW-66,1659.8046875,0.0197675870164318,0.582282649452974
893,AX-66,1407.172485352,0.0197682695117152,0.582291803635537
894,AY-66,1406.614624023,0.0197686470604879,0.582296559565261
895,AZ-66,1333.755249023,0.0197688155895435,0.582299027112092
896,BA-66,1185.444458008,0.0197684589036626,0.582294007428739
897,BB-66,865.510620117,0.0197680697562248,0.582289597489537
898,BC-66,694.952392578,0.0197673924663988,0.582281012455429
899,BD-66,635.846984863,0.0197661636795914,0.582264775791038
900,BE-66,665.648620605,0.0197649976708654,0.582251188969448
901,BF-66,761.833007812,0.0197636514881872,0.582234797817618
902,BG-66,846.98223877,0.0197617680232014,0.58221080928656
903,BH-66,787.566589355,0.0197595740834871,0.582183166996161
904,BI-66,699.838195801,0.0197574075492133,0.582156676328119
905,Z-65,862.745483398,0.0197339457108399,0.582185371517061
906,AA-65,1032.614746094,0.0197408124743674,0.582271737890796
907,AC-65,1349.087158203,0.0197537451380754,0.582434149492694
908,AD-65,1248.415039062,0.0197598100344578,0.582510201969163
909,AL-65,1191.96105957,0.019793391966374,0.582917817243121
910,AV-65,1221.721435547,0.0198176953757212,0.583220034232689
911,AW-65,1346.737426758,0.0198185005472027,0.583229867335579
912,AX-65,1682.708374023,0.0198194329109711,0.58324301373992
913,AY-65,1799.724365234,0.0198197044356334,0.58324602014907
914,AZ-65,1650.478149414,0.0198196196885405,0.583244857128112
915,BA-65,1228.722167969,0.01981928807934,0.583240414363341
916,BB-65,827.169799805,0.019818923430428,0.583236403879934
