OBJECTID,GRID_ID,tas,Shape__Area,Shape__Length
365,BI-86,10.262560844,0.0188050133396924,0.564427237431055
366,BJ-86,10.38904953,0.0188030542950788,0.564402085072011
367,BK-86,10.378669739,0.0188007454485465,0.564371195156846
368,BL-86,10.407752037,0.018797579817762,0.564326802200034
369,BM-86,10.408971786,0.0187946908233982,0.56428909875093
370,BN-86,10.532382965,0.0187912637528527,0.564242469542694
371,BO-86,10.765777588,0.0187879373653974,0.564197802850052
372,BP-86,10.852863312,0.0187843627745252,0.56415022898943
373,BQ-86,10.743361473,0.0187801665723164,0.564093221056643
374,BR-86,10.752601624,0.0187757221191127,0.564032076350595
375,AH-85,10.201928139,0.0188220768595784,0.564890016574418
376,AI-85,9.8727808,0.0188262970803947,0.564946257732654
377,AJ-85,9.498346329,0.0188302508438767,0.564999647334911
378,AK-85,9.585294724,0.018833852770868,0.565047530002987
379,AL-85,9.463434219,0.0188374385162149,0.565096223322023
380,AM-85,9.419059753,0.0188406856501473,0.565139934517857
381,AN-85,9.450354576,0.0188435340214568,0.565177669482389
382,AO-85,9.743211746,0.0188463677140049,0.565216286221109
383,AP-85,9.161225319,0.0188488423191302,0.565249373374068
384,AQ-85,8.686683655,0.0188511272111356,0.565279922698389
385,AR-85,9.123558044,0.0188528501694378,0.565302128976247
386,AS-85,9.008162498,0.0188546230543949,0.565327031557934
387,AT-85,8.858514786,0.0188562293864862,0.565348425291545
388,AU-85,10.106773376,0.0188576188610341,0.565366887809598
389,AV-85,10.288615227,0.0188586752504989,0.565380898062094
390,AW-85,10.38465786,0.0188595057967191,0.565392013960579
391,AX-85,10.63186264,0.0188603309443565,0.565404215297753
392,AY-85,10.794774055,0.0188604418531639,0.565404542947299
393,AZ-85,10.285171509,0.0188604568261042,0.565404518507
394,BA-85,9.67355442,0.0188604526238834,0.565404434512252
395,BB-85,10.052809715,0.0188601844458347,0.56540092453839
396,BC-85,9.497650146,0.0188593914793671,0.565390370753009
397,BD-85,9.870417595,0.0188583902991439,0.565376848376225
398,BE-85,9.94182682,0.0188573112224582,0.565361899344714
399,BF-85,10.110754013,0.0188559880521417,0.565343861137071
400,BG-85,10.477078438,0.0188544637209809,0.565324736873045
401,BH-85,10.240275383,0.0188523896548016,0.565296361326257
402,BI-85,10.369882584,0.0188503144429308,0.565267403189123
403,BJ-85,10.622840881,0.0188482004912647,0.565240341559986
404,BK-85,10.189178467,0.0188455491189993,0.565205261129565
405,BL-85,10.189671516,0.0188422909523416,0.565158945159864
406,BM-85,10.257513046,0.0188397708853412,0.565127251749853
407,BN-85,10.342505455,0.018836251593715,0.565078901284044
408,BO-85,10.658473969,0.0188327214840349,0.565032337030839
409,BP-85,10.646514893,0.018828875984493,0.564980452490973
410,BQ-85,10.503583908,0.0188246858268641,0.564923249614696
411,BR-85,10.652058601,0.018820361655699,0.564865433703853
412,AK-84,10.220902443,0.0188787950387308,0.565885495579703
413,AL-84,9.628061295,0.0188823812629408,0.565933803746204
414,AM-84,9.349905968,0.0188856132892141,0.565977119122442
415,AN-84,9.497307777,0.0188886057071755,0.566016953838906
416,AO-84,8.626180649,0.0188915311604489,0.566056641671514
417,AP-84,8.451353073,0.018893853834669,0.566086955809861
418,AQ-84,8.591133118,0.0188961007334285,0.566117415351466
419,AR-84,8.983385086,0.0188980143644528,0.566142137581422
